CustomerID,FirstName,LastName,FullName,Gender,Email,Phone,City,Region,DateOfBirth,RegistrationDate,MembershipTier,IsActive
CUST-000042,Khalid,Al-Mansour,Khalid Al-Mansour,M,khalid.almansour5403@email.com,+966593661549,Hofuf,Eastern,2005-02-13,2021-12-20,Silver,1
CUST-000043,Maha,Al-Qahtani,Maha Al-Qahtani,F,maha.alqahtani4770@email.com,+966587472175,Kharj,Riyadh,1974-01-14,2024-07-15,Silver,1
CUST-000044,Turki,Al-Mahmoud,Turki Al-Mahmoud,M,turki.almahmoud6954@email.com,+966546614414,Tabuk,Tabuk,1980-02-05,2023-05-20,Silver,1
CUST-000045,Sarah,Al-Juhani,Sarah Al-Juhani,F,sarah.aljuhani7141@email.com,+966542872209,Jazan,Jazan,1996-03-07,2021-08-17,Gold,1
CUST-000046,Hatem,Al-Bassam,Hatem Al-Bassam,M,hatem.albassam9269@email.com,+966536888172,Diriyah,Riyadh,2005-03-30,2019-03-02,Platinum,1
CUST-000047,Abeer,Al-Mutairi,Abeer Al-Mutairi,F,abeer.almutairi1407@email.com,+966558975888,Diriyah,Riyadh,1973-12-04,2025-03-09,Bronze,1
CUST-000048,Shaima,Al-Sabah,Shaima Al-Sabah,F,shaima.alsabah3523@email.com,+966543808388,Sakaka,Al Jawf,2003-01-10,2025-07-14,Gold,1
CUST-000049,Amal,Al-Khaldi,Amal Al-Khaldi,F,amal.alkhaldi1357@email.com,+966581563480,Diriyah,Riyadh,1984-08-19,2024-01-26,Bronze,1
CUST-000050,Samar,Al-Rashid,Samar Al-Rashid,F,samar.alrashid3591@email.com,+966575060267,Jubail,Eastern,1993-08-14,2019-09-13,Silver,0
CUST-000051,Noura,Al-Sheikh,Noura Al-Sheikh,F,noura.alsheikh4280@email.com,+966547993227,Jubail,Eastern,1961-05-31,2021-06-08,Gold,1
CUST-000052,Aisha,Al-Mahmoud,Aisha Al-Mahmoud,F,aisha.almahmoud4380@email.com,+966563311667,Tabuk,Tabuk,2004-06-23,2022-03-02,Gold,1
CUST-000053,Hassan,Al-Sheikh,Hassan Al-Sheikh,M,hassan.alsheikh9395@email.com,+966512796597,Khobar,Eastern,2013-10-06,2024-12-05,Gold,1
CUST-000054,Amal,Al-Khalifa,Amal Al-Khalifa,F,amal.alkhalifa2516@email.com,+966587114133,Jazan,Jazan,1963-10-27,2024-03-03,Silver,1
CUST-000055,Badr,Al-Shehri,Badr Al-Shehri,M,badr.alshehri8145@email.com,+966576707342,Riyadh,Riyadh,1988-09-16,2025-09-05,Bronze,1
CUST-000056,Lama,Al-Suwailem,Lama Al-Suwailem,F,lama.alsuwailem9951@email.com,+966557671710,Madinah,Madinah,2002-11-09,2021-11-17,Silver,1
CUST-000057,Fatima,Al-Khalifa,Fatima Al-Khalifa,F,fatima.alkhalifa367@email.com,+966576761193,Arar,Northern Borders,1967-05-17,2023-11-26,Gold,0
CUST-000058,Nawaf,Al-Fahad,Nawaf Al-Fahad,M,nawaf.alfahad7918@email.com,+966557213027,Khamis Mushait,Asir,1966-02-23,2019-03-19,Gold,0
CUST-000059,Dana,Al-Harbi,Dana Al-Harbi,F,dana.alharbi9897@email.com,+966526688369,Khobar,Eastern,1978-06-25,2025-11-04,Silver,1
CUST-000060,Sami,Al-Juhani,Sami Al-Juhani,M,sami.aljuhani8477@email.com,+966558983752,Yanbu,Madinah,1984-05-30,2024-08-15,Silver,1
CUST-000061,Shaima,Al-Zahrani,Shaima Al-Zahrani,F,shaima.alzahrani7888@email.com,+966507067392,Diriyah,Riyadh,1989-04-05,2023-05-24,Gold,1
CUST-000062,Saud,Al-Saadi,Saud Al-Saadi,M,saud.alsaadi7077@email.com,+966588897884,Yanbu,Madinah,2004-03-12,2021-02-11,Platinum,1
CUST-000063,Saad,Al-Bassam,Saad Al-Bassam,M,saad.albassam4353@email.com,+966591902080,Unaizah,Qassim,2003-09-05,2019-07-23,Bronze,1
CUST-000064,Ali,Al-Mutairi,Ali Al-Mutairi,M,ali.almutairi7600@email.com,+966573096973,Unaizah,Qassim,1964-07-27,2021-11-02,Bronze,1
CUST-000065,Ghada,Al-Ghamdi,Ghada Al-Ghamdi,F,ghada.alghamdi3748@email.com,+966545409566,Khamis Mushait,Asir,1981-07-26,2022-11-03,Platinum,0
CUST-000066,Heba,Al-Sabah,Heba Al-Sabah,F,heba.alsabah2834@email.com,+966557128421,Jeddah,Makkah,2002-01-05,2022-09-11,Silver,1
CUST-000067,Faisal,Al-Zahrani,Faisal Al-Zahrani,M,faisal.alzahrani7993@email.com,+966542597705,Jazan,Jazan,1995-04-21,2021-09-11,Gold,1
CUST-000068,Reem,Al-Mahmoud,Reem Al-Mahmoud,F,reem.almahmoud2485@email.com,+966533425437,Jubail,Eastern,2008-02-14,2024-06-12,Silver,1
CUST-000069,Meshal,Al-Juhani,Meshal Al-Juhani,M,meshal.aljuhani9537@email.com,+966559153465,Sakaka,Al Jawf,2013-08-18,2024-05-27,Silver,1
CUST-000070,Saud,Al-Suwailem,Saud Al-Suwailem,M,saud.alsuwailem2546@email.com,+966585403875,Diriyah,Riyadh,1970-07-19,2022-04-14,Bronze,1
CUST-000071,Abdulaziz,Al-Bassam,Abdulaziz Al-Bassam,M,abdulaziz.albassam4948@email.com,+966571031557,Jazan,Jazan,1986-12-19,2024-01-15,Bronze,1
CUST-000072,Abeer,Al-Hussein,Abeer Al-Hussein,F,abeer.alhussein1574@email.com,+966549266135,Jazan,Jazan,2012-12-01,2022-08-24,Platinum,0
CUST-000073,Yasser,Al-Harbi,Yasser Al-Harbi,M,yasser.alharbi5233@email.com,+966596705019,Hofuf,Eastern,1963-09-29,2023-09-23,Bronze,1
CUST-000074,Hana,Al-Tamimi,Hana Al-Tamimi,F,hana.altamimi608@email.com,+966518742341,Qatif,Eastern,1962-04-12,2025-04-20,Platinum,1
CUST-000075,Ahmed,Al-Qahtani,Ahmed Al-Qahtani,M,ahmed.alqahtani512@email.com,+966502759261,Hofuf,Eastern,1999-04-29,2022-12-02,Silver,1
CUST-000076,Wafa,Al-Otaibi,Wafa Al-Otaibi,F,wafa.alotaibi7086@email.com,+966593987988,Buraidah,Qassim,2007-06-17,2022-06-11,Gold,1
CUST-000077,Sana,Al-Tamimi,Sana Al-Tamimi,F,sana.altamimi5983@email.com,+966594965307,Makkah,Makkah,2009-04-24,2020-10-14,Silver,1
CUST-000078,Ali,Al-Mutairi,Ali Al-Mutairi,M,ali.almutairi7976@email.com,+966537174257,Abha,Asir,1991-12-10,2025-12-17,Gold,1
CUST-000079,Majed,Al-Otaibi,Majed Al-Otaibi,M,majed.alotaibi2177@email.com,+966584597014,Jeddah,Makkah,1984-03-25,2022-02-07,Bronze,1
CUST-000080,Salman,Al-Mutairi,Salman Al-Mutairi,M,salman.almutairi1220@email.com,+966544180314,Riyadh,Riyadh,1964-03-24,2023-10-15,Platinum,1
CUST-000081,Majed,Al-Khaldi,Majed Al-Khaldi,M,majed.alkhaldi3715@email.com,+966567797936,Arar,Northern Borders,1980-03-09,2021-06-16,Gold,0
CUST-000082,Khadija,Al-Juhani,Khadija Al-Juhani,F,khadija.aljuhani4392@email.com,+966581374915,Kharj,Riyadh,1977-08-02,2025-12-25,Platinum,0
CUST-000083,Mishari,Al-Otaibi,Mishari Al-Otaibi,M,mishari.alotaibi3741@email.com,+966558330853,Najran,Najran,1992-09-21,2022-09-27,Bronze,1
CUST-000084,Sami,Al-Shammari,Sami Al-Shammari,M,sami.alshammari2974@email.com,+966564980974,Jubail,Eastern,2002-03-30,2025-10-09,Gold,1
CUST-000085,Waleed,Al-Fahad,Waleed Al-Fahad,M,waleed.alfahad6396@email.com,+966562739566,Hail,Hail,1967-12-08,2025-03-22,Bronze,1
CUST-000086,Khalid,Al-Ghamdi,Khalid Al-Ghamdi,M,khalid.alghamdi2727@email.com,+966553668696,Najran,Najran,1993-11-16,2024-02-04,Gold,1
CUST-000087,Meshal,Al-Zahrani,Meshal Al-Zahrani,M,meshal.alzahrani5016@email.com,+966566343093,Arar,Northern Borders,2000-07-03,2025-05-21,Gold,1
CUST-000088,Bayan,Al-Bishi,Bayan Al-Bishi,F,bayan.albishi2964@email.com,+966556318806,Madinah,Madinah,1985-02-18,2024-05-03,Bronze,1
CUST-000089,Turki,Al-Juhani,Turki Al-Juhani,M,turki.aljuhani5614@email.com,+966514587458,Buraidah,Qassim,1994-04-10,2024-08-07,Gold,1
CUST-000090,Huda,Al-Otaibi,Huda Al-Otaibi,F,huda.alotaibi8846@email.com,+966514630384,Buraidah,Qassim,1999-11-19,2020-12-14,Gold,1
CUST-000091,Badr,Al-Juhani,Badr Al-Juhani,M,badr.aljuhani1316@email.com,+966547408927,Tabuk,Tabuk,1972-01-27,2021-03-01,Bronze,1
CUST-000092,Nasser,Al-Shehri,Nasser Al-Shehri,M,nasser.alshehri978@email.com,+966512867171,Dammam,Eastern,1976-07-23,2021-08-06,Gold,1
CUST-000093,Fatima,Al-Mutairi,Fatima Al-Mutairi,F,fatima.almutairi7892@email.com,+966565883509,Hail,Hail,2002-01-18,2019-08-02,Gold,1
CUST-000094,Ibrahim,Al-Saleh,Ibrahim Al-Saleh,M,ibrahim.alsaleh7136@email.com,+966514980198,Tabuk,Tabuk,2001-09-20,2024-07-05,Gold,1
CUST-000095,Fatima,Al-Mansour,Fatima Al-Mansour,F,fatima.almansour7910@email.com,+966517979925,Jazan,Jazan,1976-08-23,2022-02-16,Bronze,1
CUST-000096,Samar,Al-Fahad,Samar Al-Fahad,F,samar.alfahad6468@email.com,+966581827548,Hail,Hail,1986-11-23,2025-02-17,Silver,1
CUST-000097,Mohammed,Al-Shehri,Mohammed Al-Shehri,M,mohammed.alshehri2652@email.com,+966565989091,Najran,Najran,1989-06-21,2025-07-09,Gold,1
CUST-000098,Dana,Al-Harbi,Dana Al-Harbi,F,dana.alharbi1366@email.com,+966561620840,Arar,Northern Borders,1988-12-19,2023-12-22,Platinum,1
CUST-000099,Hassan,Al-Mutawa,Hassan Al-Mutawa,M,hassan.almutawa544@email.com,+966599162832,Unaizah,Qassim,1961-05-21,2021-04-10,Bronze,1
CUST-000100,Bander,Al-Mahmoud,Bander Al-Mahmoud,M,bander.almahmoud870@email.com,+966512160166,Najran,Najran,1993-07-13,2022-09-19,Bronze,1
CUST-000101,Samar,Al-Dosari,Samar Al-Dosari,F,samar.aldosari7612@email.com,+966508757307,Qatif,Eastern,1984-11-15,2023-03-04,Silver,1
CUST-000102,Nawaf,Al-Shehri,Nawaf Al-Shehri,M,nawaf.alshehri2270@email.com,+966553883538,Qatif,Eastern,1996-01-09,2024-01-05,Bronze,1
CUST-000103,Wafa,Al-Bassam,Wafa Al-Bassam,F,wafa.albassam9018@email.com,+966588641947,Riyadh,Riyadh,1992-11-28,2025-05-17,Bronze,1
CUST-000104,Nasser,Al-Juhani,Nasser Al-Juhani,M,nasser.aljuhani3782@email.com,+966586000323,Buraidah,Qassim,1977-03-27,2021-11-27,Gold,0
CUST-000105,Ahmed,Al-Suwailem,Ahmed Al-Suwailem,M,ahmed.alsuwailem3921@email.com,+966552417020,Khamis Mushait,Asir,2003-01-24,2021-05-11,Silver,1
CUST-000106,Salman,Al-Tamimi,Salman Al-Tamimi,M,salman.altamimi2001@email.com,+966503733417,Hofuf,Eastern,1967-04-24,2024-05-02,Platinum,1
CUST-000107,Hatem,Al-Sabah,Hatem Al-Sabah,M,hatem.alsabah1422@email.com,+966596543511,Madinah,Madinah,1992-12-24,2020-09-21,Gold,0
CUST-000108,Wafa,Al-Hussein,Wafa Al-Hussein,F,wafa.alhussein5553@email.com,+966598613430,Yanbu,Madinah,1968-12-19,2019-08-16,Bronze,1
CUST-000109,Nasser,Al-Otaibi,Nasser Al-Otaibi,M,nasser.alotaibi8198@email.com,+966571956031,Abha,Asir,2011-06-02,2021-05-03,Bronze,1
CUST-000110,Fatima,Al-Zahrani,Fatima Al-Zahrani,F,fatima.alzahrani4152@email.com,+966584889949,Qatif,Eastern,2009-10-25,2019-10-11,Bronze,1
CUST-000111,Noor,Al-Sabah,Noor Al-Sabah,F,noor.alsabah9132@email.com,+966577773160,Makkah,Makkah,2001-01-16,2021-08-28,Gold,1
CUST-000112,Ahmed,Al-Malki,Ahmed Al-Malki,M,ahmed.almalki5082@email.com,+966558634413,Yanbu,Madinah,1980-12-01,2021-02-21,Platinum,1
CUST-000113,Mohammed,Al-Shehri,Mohammed Al-Shehri,M,mohammed.alshehri4329@email.com,+966598049767,Taif,Makkah,2000-06-23,2020-06-25,Silver,1
CUST-000114,Noura,Al-Juhani,Noura Al-Juhani,F,noura.aljuhani8894@email.com,+966549947780,Khobar,Eastern,1963-11-16,2019-10-10,Gold,1
CUST-000115,Meshal,Al-Harbi,Meshal Al-Harbi,M,meshal.alharbi5644@email.com,+966561327721,Kharj,Riyadh,1990-08-01,2023-05-06,Silver,1
CUST-000116,Eman,Al-Juhani,Eman Al-Juhani,F,eman.aljuhani5897@email.com,+966596014641,Unaizah,Qassim,2002-10-27,2025-07-27,Bronze,1
CUST-000117,Mohammed,Al-Mansour,Mohammed Al-Mansour,M,mohammed.almansour6426@email.com,+966548542616,Tabuk,Tabuk,1992-06-24,2023-05-22,Gold,1
CUST-000118,Lina,Al-Khalifa,Lina Al-Khalifa,F,lina.alkhalifa9262@email.com,+966573545115,Hail,Hail,1974-12-06,2020-07-22,Gold,1
CUST-000119,Mona,Al-Zahrani,Mona Al-Zahrani,F,mona.alzahrani406@email.com,+966531174760,Najran,Najran,2014-08-15,2021-09-09,Gold,1
CUST-000120,Nada,Al-Suwailem,Nada Al-Suwailem,F,nada.alsuwailem6209@email.com,+966594053391,Abha,Asir,1996-07-30,2019-02-07,Gold,1
CUST-000121,Abeer,Al-Sabah,Abeer Al-Sabah,F,abeer.alsabah7256@email.com,+966578654021,Diriyah,Riyadh,1999-05-22,2022-10-12,Silver,1
CUST-000122,Talal,Al-Hussein,Talal Al-Hussein,M,talal.alhussein2365@email.com,+966564738318,Abha,Asir,2004-08-02,2025-08-19,Bronze,0
CUST-000123,Sarah,Al-Saleh,Sarah Al-Saleh,F,sarah.alsaleh904@email.com,+966574999065,Kharj,Riyadh,1992-01-30,2025-02-05,Gold,1
CUST-000124,Lama,Al-Shammari,Lama Al-Shammari,F,lama.alshammari6667@email.com,+966583817316,Diriyah,Riyadh,1985-10-14,2024-04-06,Bronze,1
CUST-000125,Mohammed,Al-Mutawa,Mohammed Al-Mutawa,M,mohammed.almutawa9657@email.com,+966535231736,Madinah,Madinah,1985-02-10,2020-07-01,Platinum,1
CUST-000126,Meshal,Al-Baqmi,Meshal Al-Baqmi,M,meshal.albaqmi4237@email.com,+966531038690,Unaizah,Qassim,1995-10-12,2022-10-12,Gold,1
CUST-000127,Omar,Al-Khalifa,Omar Al-Khalifa,M,omar.alkhalifa5294@email.com,+966526125784,Qatif,Eastern,1968-02-08,2023-03-17,Silver,1
CUST-000128,Heba,Al-Saadi,Heba Al-Saadi,F,heba.alsaadi6268@email.com,+966545258198,Diriyah,Riyadh,2007-08-23,2019-09-11,Silver,1
CUST-000129,Shaima,Al-Zahrani,Shaima Al-Zahrani,F,shaima.alzahrani1908@email.com,+966599728885,Makkah,Makkah,1960-11-17,2020-05-06,Silver,1
CUST-000130,Sana,Al-Dosari,Sana Al-Dosari,F,sana.aldosari5309@email.com,+966538450197,Riyadh,Riyadh,1996-10-19,2023-05-05,Silver,1
CUST-000131,Majed,Al-Sabah,Majed Al-Sabah,M,majed.alsabah9022@email.com,+966588493210,Abha,Asir,2008-11-01,2025-07-01,Gold,1
CUST-000132,Faisal,Al-Bassam,Faisal Al-Bassam,M,faisal.albassam2766@email.com,+966515179312,Jeddah,Makkah,1966-09-28,2023-08-02,Bronze,1
CUST-000133,Samar,Al-Malki,Samar Al-Malki,F,samar.almalki9698@email.com,+966593209870,Madinah,Madinah,2008-06-09,2022-08-19,Gold,1
CUST-000134,Hatem,Al-Habib,Hatem Al-Habib,M,hatem.alhabib3326@email.com,+966515221119,Tabuk,Tabuk,1974-02-17,2023-05-19,Silver,1
CUST-000135,Talal,Al-Saadi,Talal Al-Saadi,M,talal.alsaadi9461@email.com,+966566196063,Tabuk,Tabuk,1986-12-14,2019-02-14,Bronze,1
CUST-000136,Salman,Al-Shammari,Salman Al-Shammari,M,salman.alshammari8300@email.com,+966508902192,Buraidah,Qassim,1960-05-27,2023-01-11,Bronze,0
CUST-000137,Abdullah,Al-Fahad,Abdullah Al-Fahad,M,abdullah.alfahad5546@email.com,+966513517639,Khobar,Eastern,1961-11-25,2022-03-22,Bronze,0
CUST-000138,Khalid,Al-Bassam,Khalid Al-Bassam,M,khalid.albassam4876@email.com,+966555556540,Hofuf,Eastern,1965-12-29,2022-07-09,Gold,1
CUST-000139,Mishari,Al-Baqmi,Mishari Al-Baqmi,M,mishari.albaqmi911@email.com,+966547808038,Kharj,Riyadh,1997-03-27,2024-03-28,Silver,1
CUST-000140,Salman,Al-Harbi,Salman Al-Harbi,M,salman.alharbi6648@email.com,+966598504725,Taif,Makkah,1982-09-07,2021-05-06,Platinum,1
CUST-000141,Jasser,Al-Bassam,Jasser Al-Bassam,M,jasser.albassam7886@email.com,+966586732009,Diriyah,Riyadh,1986-03-24,2022-12-18,Platinum,1
CUST-000142,Ahmed,Al-Hussein,Ahmed Al-Hussein,M,ahmed.alhussein8085@email.com,+966524991428,Hail,Hail,2009-10-29,2021-04-13,Gold,0
CUST-000143,Ibrahim,Al-Otaibi,Ibrahim Al-Otaibi,M,ibrahim.alotaibi4254@email.com,+966558473146,Kharj,Riyadh,2013-04-29,2025-03-08,Bronze,1
CUST-000144,Sarah,Al-Ghamdi,Sarah Al-Ghamdi,F,sarah.alghamdi8709@email.com,+966559391420,Najran,Najran,1968-12-11,2024-10-21,Silver,1
CUST-000145,Ali,Al-Otaibi,Ali Al-Otaibi,M,ali.alotaibi9266@email.com,+966569327395,Makkah,Makkah,2014-08-30,2024-08-22,Bronze,1
CUST-000146,Ali,Al-Qahtani,Ali Al-Qahtani,M,ali.alqahtani758@email.com,+966513596062,Jeddah,Makkah,2009-04-25,2023-12-24,Silver,1
CUST-000147,Faisal,Al-Tamimi,Faisal Al-Tamimi,M,faisal.altamimi7373@email.com,+966505507241,Unaizah,Qassim,2011-08-14,2020-11-28,Bronze,1
CUST-000148,Mona,Al-Shammari,Mona Al-Shammari,F,mona.alshammari5631@email.com,+966587240352,Makkah,Makkah,1988-12-13,2023-02-03,Silver,1
CUST-000149,Sarah,Al-Anazi,Sarah Al-Anazi,F,sarah.alanazi318@email.com,+966576607731,Taif,Makkah,2001-03-22,2023-05-23,Platinum,1
CUST-000150,Bayan,Al-Shammari,Bayan Al-Shammari,F,bayan.alshammari7664@email.com,+966537912974,Buraidah,Qassim,1974-03-20,2021-07-05,Silver,1
CUST-000151,Sami,Al-Sheikh,Sami Al-Sheikh,M,sami.alsheikh1149@email.com,+966526039526,Yanbu,Madinah,2011-08-06,2023-08-24,Silver,1
CUST-000152,Heba,Al-Mutawa,Heba Al-Mutawa,F,heba.almutawa2816@email.com,+966545983956,Tabuk,Tabuk,1977-02-27,2022-11-10,Bronze,0
CUST-000153,Faten,Al-Anazi,Faten Al-Anazi,F,faten.alanazi8502@email.com,+966573764732,Khamis Mushait,Asir,2014-02-24,2023-07-12,Silver,1
CUST-000154,Sana,Al-Malki,Sana Al-Malki,F,sana.almalki5037@email.com,+966539699445,Al Baha,Al Baha,1963-11-10,2025-03-20,Gold,1
CUST-000155,Sultan,Al-Sheikh,Sultan Al-Sheikh,M,sultan.alsheikh308@email.com,+966543103209,Jazan,Jazan,1986-04-15,2023-08-19,Platinum,1
CUST-000156,Saud,Al-Rashid,Saud Al-Rashid,M,saud.alrashid9300@email.com,+966541159111,Diriyah,Riyadh,2013-12-14,2024-02-14,Gold,1
CUST-000157,Rana,Al-Mansour,Rana Al-Mansour,F,rana.almansour4719@email.com,+966527803455,Jeddah,Makkah,1994-04-07,2022-12-25,Gold,1
CUST-000158,Ali,Al-Ghamdi,Ali Al-Ghamdi,M,ali.alghamdi542@email.com,+966537922134,Jeddah,Makkah,2013-10-16,2023-04-02,Gold,1
CUST-000159,Bayan,Al-Saadi,Bayan Al-Saadi,F,bayan.alsaadi1643@email.com,+966553488203,Diriyah,Riyadh,2001-11-15,2024-04-04,Gold,1
CUST-000160,Lama,Al-Saadi,Lama Al-Saadi,F,lama.alsaadi5092@email.com,+966515339001,Qatif,Eastern,2004-01-30,2020-06-14,Gold,1
CUST-000161,Saud,Al-Qahtani,Saud Al-Qahtani,M,saud.alqahtani2063@email.com,+966594737531,Dammam,Eastern,1979-07-04,2023-06-20,Gold,0
